abeierbianhuan 阿贝尔变换
meitie 没贴
meiting 梅婷
meitong 每桶
meitou 没偷
meitou 没投
meitoumeiwei 没头没尾
meitouyizhou 眉头一皱
meitu 没吐
meiwangle 没网了
meiwei 没为
meiweishenme 没味什么
meixiganjing 没洗干净
meixiakene 没下课呢
meixiang 梅香
meixiang 没像
meixiang 美香
meixianghaone 没想好呢
meixiao 没效
meixiao 没消
meixin 美心
meixinqingle 没心情了
meixiu 没羞
meixiumeisao 没羞没臊
meixiuxihao 没休息好
meixue 梅雪
meixue 没血
meixue 美雪
meiya 没牙
meiya 美亚
meiya 美呀
meiya 美雅
meiyanjiuguo 没研究过
meiyang 没养
meiye 煤业
meiyichu 每一处
meiyicun 每一寸
meiyidao 每一道
meiyidi 每一滴
meiyifen 每一份
meiyifenzhong 每一分钟
meiyigeren 没一个人
meiyigezi 每一个字
meiyiji 每一集
meiyiju 没一句
meiyinian 每一年
meiyipian 每一篇
meiyiye 每一页
meiyizhi 每一只
meiyizhong 每一种
meiyin 没瘾
meiying 梅英
meiying 没赢
meiyongwan 没用完
meiyouai 没有爱
meiyoudianle 没有电了
meiyoufa 没有发
meiyoufanlema 没有饭了吗
meiyoufang 没有房
meiyoufeng 没有风
meiyougai 没有改
meiyouhui 没有回
meiyoujishi 没有及时
meiyoujiaqi 没有假期
meiyoujian 没有见
meiyouleni 没有了你
meiyoumai 没有卖
meiyouo 没有哦
meiyouquguo 没有去过
meiyoushui 没有水
meiyousi 没有死
meiyouxianshi 没有显示
meiyouyiqi 没有一起
meiyouzheme 没有这么
meiyouzhuyi 没有注意
meiyouzige 没有资格
meiyu 眉宇
meiyu 美语
meiyujijie 梅雨季节
meiyujian 眉宇间
meiyuan 梅苑
meiyuan 美圆
meiyuanlu 梅园路
meiyue 美乐
meiyun 没晕
meiyun 美云
meizanchen 美赞臣
meizenmewan 没怎么玩
meizhan 美展
meizhao 没着
meizhe 昧着
meizheliangxin 昧着良心
meizhen 美珍
meizheng 没挣
meizheng 没整
meizhou 眉州
meizhoubao 美洲豹
meizhoubei 美洲杯
meizhoude 每周的
meizhoudongpo 眉州东坡
meizhouer 每周二
meizhouri 每周日
meizhousan 每周三
meizhousi 每周四
meizhouyi 每周一
meizhu 没住
meizhu 美珠
meizhujian 没主见
meizhuyi 没主意
meizhuan 没赚
meizhui 没追
meizhuoluo 没着落
meizi 美姿
meizi 美子
meizixi 没仔细
meizu 美足
meizui 没罪
meizuo 没坐
menbashou 门把手
menbumen 闷不闷
mendao 闷到
mende 闷得
mendehuang 闷得慌
mener 们儿
mener 门儿
menhuai 闷坏
menjinka 门禁卡
menjiu 们就
menkai 门开
menkaile 门开了
menkan 们看
menke 门客
menkoujihe 门口集合
menle 门了
menlei 门类
menmeisuo 门没锁
menren 闷人
mensaoxing 闷骚型
mentao 门套
menweishi 门卫室
menyaoshi 门钥匙
menye 门业
menyi 们一
menzhe 们这
menzhu 门主
mengba 梦吧
mengbiyousi 梦比优斯
mengchi 猛吃
mengda 猛打
mengde 蒙的
mengdesijiu 孟德斯鸠
mengdi 梦迪
mengdui 蒙对
mengduo 梦多
mengfei 梦飞
mengge 蒙哥
menggong 猛攻
menggui 猛鬼
mengguijie 猛鬼街
mengguo 梦过
mengguo 盟国
menghanyao 蒙汗药
menghua 梦华
menghuanban 梦幻般
menghuanguodu 梦幻国度
menghuidaqing 梦回大清
menghuitangchao 梦回唐朝
menghuixiyou 梦回西游
mengjianguo 梦见过
mengjie 梦洁
mengjun 梦君
menglan 梦兰
mengli 梦璃
mengli 盟里
menglide 梦里的
menglihua 梦里花
menglishuixiang 梦里水乡
menglong 梦龙
menglongguojiang 猛龙过江
mengmei 梦寐
mengmeng 懵懵
mengmeng 朦朦
mengmeng 濛濛
mengmeng 盟盟
mengmengliang 蒙蒙亮
mengmengxiyu 蒙蒙细雨
mengmianren 蒙面人
mengmianxia 蒙面侠
mengna 梦娜
mengni 梦妮
mengqi 蒙奇
mengren 猛人
mengru 梦如
mengsi 梦思
mengtejiao 梦特娇
mengtelier 蒙特利尔
mengtian 蒙恬
mengtou 蒙头
mengtuoling 梦驼铃
mengxi 梦溪
mengxiu 蒙羞
mengxue 梦雪
mengyang 梦阳
mengyao 猛药
mengyi 梦呓
mengying 梦影
mengyu 梦雨
mengyu 蒙语
mengyuan 梦园
mengyue 梦月
mengyun 梦云
mengzhe 梦着
mengzhidao 梦之岛
mengzhilv 梦之旅
mengzhongjian 梦中见
mengzhongmeng 梦中梦
mengzhuang 梦妆
mengzu 蒙族
miai 密爱
mibai 米白
micu 米醋
midao 密道
mideng 迷瞪
midi 迷笛
midian 米店
midiexiang 迷迭香
midoufu 米豆腐
midundao 弥敦道
miduo 米多
mifei 米菲
mifen 蜜粉
mifendian 米粉店
mifengtiao 密封条
mifengxing 密封性
migang 米缸
miguan 蜜罐
miguo 米果
mihao 米好
mihu 米糊
mihua 米花
mihuanyao 迷幻药
mihuntang 迷魂汤
mihuole 迷惑了
mijin 迷津
mika 米卡
mila 米拉
milai 米来
milai 米莱
milanda 米兰达
mile 眯了
mile 米乐
mile 米了
mile 迷了
milexing 米乐星
miliu 弥留
mimamima 密码密码
mimaxiang 密码箱
mimanxing 弥漫性
mimanzhe 弥漫着
mimangde 迷茫的
mimi 蜜蜜
mimi 迷迷
mimijidi 秘密基地
mimiwuqi 秘密武器
mimiyan 眯眯眼
mini 米妮
minixing 迷你型
miniaowaike 泌尿外科
miqiede 密切的
mishi 密事
mishu 米数
mishuke 秘书科
misite 米斯特
misu 米苏
mituzhifan 迷途知返
miximixi 米西米西
mixieer 米歇尔
mixiumixiu 米修米修
mixue 蜜穴
miyihuier 眯一会儿
miyin 秘银
miyu 蜜语
miyun 迷晕
miyunlu 密云路
mizhen 迷阵
mizongzhiguo 谜踪之国
miananzhuang 免安装
mianba 面霸
mianbang 棉棒
mianbaochong 面包虫
mianbaogan 面包干
mianbaoji 面包机
mianbaopian 面包片
mianbubiaoqing 面部表情
mianceng 面层
miandarao 免打扰
miandan 免单
miande 棉的
miandian 面店
miandianwang 面点王
mianer 面儿
mianfanglu 棉纺路
miangeda 面疙瘩
mianhu 棉湖
mianhui 面会
mianjiwei 面积为
mianjiao 免交
mianli 免礼
mianli 勉力
mianlinde 面临的
mianmao 棉毛
mianmaoku 棉毛裤
mianmaoshan 棉毛衫
mianmianqiangqiang 勉勉强强
mianmianxiyu 绵绵细雨
mianne 面呢
mianqi 面漆
mianqian 面签
mianqiangde 勉强的
miansha 免杀
mianshan 绵山
mianshan 面善
mianshibaodian 面试宝典
mianshiti 面试题
mianshou 免收
mianshuidian 免税店
miansi 免死
miantai 棉胎
miantiao 棉条
miantuan 面团
mianwa 棉袜
mianxi 免洗
mianxi 面西
mianxian 面线
mianxiu 免修
mianyou 面油
mianyoufei 免邮费
mianyu 免于
mianyunfei 免运费
mianzhan 免战
miaodao 瞄到
miaodiao 秒掉
miaofang 妙方
miaofengshan 妙峰山
miaojia 苗家
miaojie 庙街
miaole 瞄了
miaolegemide 喵了个咪的
miaomiao 渺渺
miaomiao 秒秒
miaonei 秒内
miaoqing 苗青
miaoquhengsheng 妙趣横生
miaoren 妙人
miaoshan 庙山
miaoshang 庙上
miaoshouhuichun 妙手回春
miaozai 妙哉
miaozhen 秒针
miaozhuang 苗壮
miea 咩啊
miedeng 灭灯
miedingzhizai 灭顶之灾
miemie 灭灭
miemiemie 咩咩咩
mieshenji 灭神记
mieshi 灭世
mieshi 灭失
mieshu 灭鼠
mietuan 灭团
mieyisi 咩意思
minan 民安
minfen 民愤
mingandian 敏感点
minganqi 敏感期
minhangju 民航局
minhua 敏华
minjin 民进
minjindang 民进党
minmeng 民盟
minmin 闵敏
minnange 闽南歌
minshang 民商
minsheng 民声
minshisusongfa 民事诉讼法
minshizeren 民事责任
minsu 民诉
minyuan 民院
minzhengbu 民政部
minzhengting 民政厅
minzhong 民中
minzhudang 民主党
minzhuhua 民主化
minzucun 民族村
minzude 民族的
minzuwu 民族舞
minga 命啊
mingbaijiuhao 明白就好
mingbaileme 明白了么
mingbaizhang 明白账
mingbo 明波
mingbu 名捕
mingbufushi 名不符实
mingbuhao 命不好
mingbujianjingzhuan 名不见经传
mingbujiuyi 命不久矣
mingbuzheng 名不正
mingcao 名草
mingcha 明查
mingchao 明超
mingchaonaxieshier 明朝那些事儿
mingcheng 明城
mingchi 名吃
mingchu 名厨
mingchu 明处
mingde 名的
mingdemen 明德门
mingfantaohua 命犯桃花
mingfang 明芳
minggang 明港
mingguangqiao 明光桥
mingguo 明国
minghai 明海
minghao 明浩
minghounian 明后年
minghu 明湖
minghuanghuang 明晃晃
minghui 明慧
mingjiang 名匠
mingjiao 明胶
mingjie 名节
mingjie 明杰
mingjingyifeitai 明镜亦非台
mingjun 明俊
mingjun 明军
minglai 明来
minglei 明磊
mingli 明里
minglichang 名利场
minglishuangshou 名利双收
mingliwushimoqiangqiu 命里无时莫强求
mingliyoushi 命里有时
mingliyoushizhongxuyou 命里有时终须有
minglingjinzhi 明令禁止
minglong 明龙
mingma 明码
mingmen 命门
mingmian 明面
mingmin 明敏
mingming 鸣鸣
mingmingde 命名的
mingmingwei 命名为
mingnv 名女
mingpai 明牌
mingpianhe 名片盒
mingqi 名企
mingqi 名器
mingqiang 明强
mingrifumingri 明日复明日
mingshan 明山
mingsheng 明生
mingsheng 鸣声
mingshi 名仕
mingshi 名是
mingshi 明史
mingshichugaotu 名师出高徒
mingsi 冥思
mingsike 明斯克
mingtao 明涛
mingtiana 明天啊
mingtianhaide 明天还的
mingtianhaiyaozaoqi 明天还要早起
mingtianjianba 明天见吧
mingtianquna 明天去那
mingtianxiayu 明天下雨
mingtianyaojiao 明天要交
mingtianyaoshangban 明天要上班
mingtianyiqi 明天一起
mingtianyouke 明天有课
mingtianyoushi 明天又是
mingtianyoushi 明天有事
mingtianyouyu 明天有雨
mingtianzaoban 明天早班
mingtianzaoqi 明天早起
mingtianzhuyi 明天注意
mingtuduochuan 命途多舛
mingwang 名望
mingwei 明伟
mingxia 明霞
mingxiaode 明晓得
mingxiaoling 明孝陵
mingxiaoxi 明晓溪
mingxin 明鑫
mingxin 铭心
mingxingdui 明星队
mingxinglian 明星脸
mingxuan 明轩
mingxuan 铭瑄
mingxuanyixian 命悬一线
mingyan 名烟
mingyan 明眼
mingyanjingju 名言警句
mingyang 明洋
mingyang 明阳
mingying 命硬
mingyu 明宇
mingyu 明玉
mingyuquan 名誉权
mingyuan 名苑
mingyuan 明远
mingyueshan 明月山
mingyunduochuan 命运多舛
mingzhe 明哲
mingzhide 明智的
mingzhigufan 明知故犯
mingzhiweixin 明治维新
mingzhu 明主
mingzhutai 明珠台
mingzima 名字吗
miumiu 缪缪
miuwu 谬误
miuzan 谬赞
mobang 魔棒
mobao 墨宝
mobei 默背
mobudiao 抹不掉
mochu 磨出
modao 磨到
modao 魔刀
modaoshi 磨刀石
modi 魔帝
modian 抹点
modiao 磨掉
modou 魔豆
moduoke 默多克
mofashu 魔法书
mofazhen 魔法阵
mofen 磨粉
mogao 摸高
mogenshidanli 摩根士丹利
mogong 墨攻
moguai 魔怪
moguoyuci 莫过于此
mohuyin 模糊音
mohua 魔化
mohuandashi 魔幻大师
mohuanshouji 魔幻手机
mohuang 魔皇
mojipifu 墨迹皮肤
mojiao 魔教
moku 魔窟
molaimoqu 摸来摸去
mole 抹了
mole 磨了
molihuacha 茉莉花茶
molian 摸脸
moliang 模量
molong 魔龙
momian 魔免
momo 嬷嬷
momo 寞寞
momo 抹抹
momojiji 磨磨唧唧
momokan 摸摸看
moneng 魔能
monichengshi 模拟城市
monifating 模拟法庭
moniji 模拟机
monishiti 模拟试题
mopai 摸牌
mopan 磨盘
mopi 磨皮
moping 抹平
moqishaonianqiong 莫欺少年穷
moqingchu 摸清楚
moqu 磨去
moquancazhang 摩拳擦掌
moren 魔人
morenshi 默认是
morenzhi 默认值
mosangbike 莫桑比克
moshagao 磨砂膏
moshang 陌上
moshanghuakai 陌上花开
moshenggan 陌生感
moshijian 磨时间
moshimowang 莫失莫忘
moshou 摸手
moshutie 魔术贴
motou 摸透
moxie 魔蝎
moyabang 磨牙棒
moyou 抹油
mozheng 魔怔
mozi 沫子
mozu 模组
mozun 魔尊
moubu 某部
moucaihaiming 谋财害命
mouduan 某段
moufan 谋反
mouguo 某国
mounianmouyue 某年某月
moushi 某时
moushi 谋事
moushizairen 谋事在人
mubalake 穆巴拉克
mubuxieshi 目不斜视
mucaichang 木材厂
muchai 木柴
mucun 牧村
mudanhuahui 牡丹花会
mudanhuaxiasi 牡丹花下死
mudanting 牡丹亭
mude 木的
mudi 亩地
mudi 牧笛
mufa 木筏
mufang 木方
mugongsi 母公司
muguangduanqian 目光短浅
muhou 母猴
mujian 母舰
mujin 木槿
mujinhua 木槿花
mujing 目镜
mulanshan 木兰山
mulanshi 木兰诗
mulang 母狼
mule 木了
mule 穆勒
mulei 穆雷
mulin 木林
mulin 穆林
mulinsen 木林森
mulv 母驴
mumao 母猫
muqichang 木器厂
muqiao 木桥
muqindaren 母亲大人
muqing 穆青
muqu 牧区
muran 木然
murongxiaoxiao 慕容晓晓
mushimushi 木事木事
mushu 木梳
mushutan 沐舒坦
mushuai 穆帅
musi 姆斯
musi 慕斯
mutiao 木条
muxi 母系
muxu 木须
muxurou 木须肉
muxuyuan 苜蓿园
muyang 母羊
muye 牧野
muyecha 母夜叉
muyi 木易
muyichengzhou 木已成舟
muyitianxia 母仪天下
muyoushijian 木有时间
muyouyisi 木有意思
muyugengyi 沐浴更衣
muyuqiu 沐浴球
muyushi 木鱼石
muzang 墓葬
muzhipin 木制品
muzhitiankong 拇指天空
muzhong 目中
muzili 木子李
muzimei 木子美
muzipingan 母子平安
muzu 沐足
naaisi 纳爱斯
naba 拿把
naban 哪般
naban 那版
nabao 拿包
naben 拿本
nabenshu 哪本书
nabi 拿笔
nabi 那笔
nabiyezheng 拿毕业证
nabianer 那边儿
nabianshi 那便是
nabiaoqing 那表情
nabo 那波
nabu 拿不
nabuchulai 拿不出来
nabuchushou 拿不出手
nabudianying 那部电影
nabudong 拿不动
nabuhuilai 拿不回来
nabujiushile 那不就是了
nabuna 拿不拿
nabuwen 拿不稳
nabuxialai 拿不下来
nabuzhu 拿不住
nachang 哪场
nachang 那长
nachu 哪出
nachu 那出
nachulaide 拿出来的
nachulaile 拿出来了
nachule 拿出了
nachushou 拿出手
nachuan 那串
nacuole 拿错了
nadaobuhui 那倒不会
nadaobuyong 那倒不用
nadaobuzhiyu 那倒不至于
nadaolema 拿到了吗
nadaomeiyou 那倒没有
nadaoqian 拿到钱
nadaoshihou 那倒时候
nadaoti 那道题
nade 哪得
nade 拿得
nadechushou 拿的出手
nadeqi 拿得起
naderen 那的人
nadiyi 拿第一
nadiandongxi 拿点东西
nadianqian 哪点钱
nading 拿定
nadong 哪栋
nadonglou 那栋楼
nadou 纳豆
nadoubushi 哪都不是
nadoubushishi 那都不是事
nadouyiyang 哪都一样
nadouyou 哪都有
naduan 哪段
nadui 哪对
nadui 那队
naeryou 那儿有
nafangmiande 哪方面的
nafenzouren 拿分走人
nafengxin 那封信
nagaitianba 那改天吧
naganqinghao 那感情好
nagea 哪个啊
nagebande 哪个班的
nagechang 哪个厂
nagecun 那个村
nagede 那个的
nagedifang 哪个地方
nagedian 那个店
nagedui 哪个队
nageguojia 哪个国家
nagehao 那个好
nagehaokan 哪个好看
nagehaoma 哪个号码
nagehaoyong 哪个好用
nagejiaoshi 那个教室
nagejiaoshi 那个教师
nagelaoshi 哪个老师
nagemen 那个门
nagenage 哪个哪个
nagenvde 哪个女的
nagepaizi 哪个牌子
nagepan 哪个盘
nagesheng 哪个省
nageshihou 哪个时候
nageshini 哪个是你
nagetai 哪个台
nagewangba 哪个网吧
nageweizhi 哪个位置
nageya 哪个呀
nageyao 那个药
nageyiyuan 哪个医院
nagezi 哪个字
nagenjin 哪根筋
nagenna 哪跟哪
nageng 那更
nagongzi 拿工资
nagou 哪够
naguai 那怪
naguo 那国
naguo 那过
naguolaile 拿过来了
naguoqule 拿过去了
nahaiyoujia 那还有假
nahaizaone 那还早呢
nahao 拿号
nahaoa 拿好啊
nahaodongxi 拿好东西
nahaoyisi 哪好意思
nahenhao 那很好
nahubukaitinahu 哪壶不开提哪壶
nahuijia 那回家
nahuilaiba 那回来吧
nahuilaide 拿回来的
nahuilaile 哪会来了
nahuilaile 那回来了
nahuiqule 拿回去了
nahuo 那伙
naji 哪几
najici 那几次
najidian 那几点
najigeren 哪几个人
najigezi 那几个字
najixu 那继续
najia 那架
najianyifu 哪件衣服
najianyifu 那件衣服
najianzhi 那简直
najiangshi 那将是
najie 那届
najiu 拿酒
najiubuhaole 那就不好了
najiuburu 那就不如
najiubuyaole 那就不要了
najiukuaile 那就快了
najiuqubei 那就去呗
najiushile 那就事了
nake 那科
nakebuhao 那可不好
nakebuyiding 那可不一定
nakemeizhun 那可没准
nakuaile 那快了
nalaiba 拿来吧
nalaide 拿来的
nalanxingde 纳兰性德
nalebuxing 哪了不行
naligeren 那里个人
nalihua 哪里话
nalilaide 那里来的
nalima 那里吗
nalimai 哪里卖
naliwan 那里玩
naliyoumai 哪里有卖
nalizhao 哪里找
naliangge 哪两个
nalianggezi 那两个字
naliangtiao 那两条
nama 拿吗
namai 哪买
nameaini 那么爱你
namedi 那么低
namedi 那么地
nameduoa 那么多啊
nameduoshi 那么多事
nameduozi 那么多字
namegaoxing 那么高兴
namehaoa 那么好啊
namehaochi 那么好吃
namejin 那么紧
namelan 那么烂
nameoduo 那么哦多
nameshen 那么神
nameshi 那么是
namewanle 那么完了
namewo 那么我
namexiaoqi 那么小气
namexiong 那么凶
nameyige 那么一个
namezaoa 那么早啊
namei 娜美
namener 纳闷儿
namijishu 纳米技术
naming 那名
namo 南无
namo 那麽
namoemituofo 南无阿弥陀佛
namucuo 纳木错
nana 纳纳
nanajiejie 娜娜姐姐
nanameduo 哪那么多
nanengzenmeban 那能怎么办
nanibuliwo 那你不理我
nanibuqu 那你不去
nanibushuo 那你不说
nanibushuohua 那你不说话
nanibuyao 那你不要
nanibuzhidao 那你不知道
nanichishenme 那你吃什么
nanichulai 那你出来
nanideyisishi 那你的意思是
nanidengzhe 那你等着
naniganjin 那你赶紧
naniganjue 那你感觉
nanigaosuwo 那你告诉我
nanigenwo 那你跟我
naniguolaiba 那你过来吧
nanihaibu 那你还不
nanihaiburu 那你还不如
nanihaibushi 那你还不是
nanihaibushui 那你还不睡
nanihaikan 那你还看
nanihaineng 那你还能
nanihaiwan 那你还玩
nanihaiwen 那你还问
nanihaiwenwo 那你还问我
nanihaiyao 那你还要
nanihaizai 那你还在
nanihaohaoxiuxi 那你好好休息
nanihuibuhui 那你会不会
nanihuiqu 那你回去
nanijide 那你记得
nanijiayou 那你加油
nanijiubuneng 那你就不能
nanijiulai 那你就来
nanijiushuo 那你就说
nanijiuyao 那你就要
nanijiuzai 那你就在
nanikeyao 那你可要
nanikuaidian 那你快点
nanikuaiqu 那你快去
nanikuaishuiba 那你快睡吧
nanilaile 那你来了
nanilaiya 那你来呀
nanilaogong 那你老公
nanile 那你了
naniliaoba 那你聊吧
nanilushang 那你路上
nanimanman 那你慢慢
nanimeibanfa 拿你没办法
naninengbuneng 那你能不能
nanipingshi 那你平时
nanirangwo 那你让我
nanishashihou 那你啥时候
nanishangbanba 那你上班吧
nanishangke 那你上课
nanishangkeba 那你上课吧
nanishenmeshihou 那你什么时候
nanishenmeyisi 那你什么意思
nanishibushi 那你是不是
nanishishenme 那你是什么
nanishishi 那你试试
nanishouji 那你手机
nanishuijiaoba 那你睡觉吧
nanishuone 那你说呢
nanishuoshenme 那你说什么
nanishuowo 那你说我
nanisuibian 那你随便
nanitiantian 那你天天
naniweisha 那你为啥
naniweishenme 那你为什么
nanixianchi 那你先吃
nanixianmangba 那你先忙吧
nanixianqu 那你先去
nanixianshui 那你先睡
nanixiangganma 那你想干嘛
nanixiaoxin 那你小心
nanixieba 那你写吧
nanixiuxiba 那你休息吧
naniyaobuyao 那你要不要
naniyaoshenme 那你要什么
naniyaoshi 那你要是
naniyebuneng 那你也不能
naniyede 那你也得
naniyiding 那你一定
naniyigeren 那你一个人
naniyiqian 那你以前
naniyiwei 那你以为
naniyoumeiyou 那你有没有
naniyoushenme 那你有什么
naniyoushijian 那你有时间
nanizaiganma 那你在干嘛
nanizaina 那你在那
nanizainane 那你在哪呢
nanizaodianshuiba 那你早点睡吧
nanizaodianxiuxi 那你早点休息
nanizaodianxiuxiba 那你早点休息吧
nanizenmeban 那你怎么办
nanizenmele 那你怎么了
nanizenmeshuo 那你怎么说
nanizenmezhidao 那你怎么知道
nanizhijie 那你直接
nanizouba 那你走吧
nanianxiatian 那年夏天
napa 那怕
napashenme 那怕什么
napai 拿牌
napan 那盘
napianhai 那片海
napianrizhi 那篇日志
naqi 那期
naqibushi 那岂不是
naqishouji 拿起手机
naqiu 那球
naquba 拿去吧
naqule 拿去了
naqunali 那去哪里
nasange 哪三个
nashan 那扇
nashanmen 那扇门
nashangle 拿上了
nashangmian 那上面
nashangqu 拿上去
nasheng 那声
nashia 那是啊
nashihou 哪时候
nashio 那是哦
nashishuia 那是谁啊
nashoucai 拿手菜
nashouge 哪首歌
nashouhaoxi 拿手好戏
nashui 那水
nasuan 哪算
nata 那它
natao 哪套
natiande 哪天的
natianhuilai 哪天回来
natianqi 那天起
natiaojie 那条街
natiaolu 哪条路
nawanle 拿完了
nawoshouji 拿我手机
nawoshuilea 那我睡了啊
nawoshuo 那我说
nawoxialea 那我下了啊
naxizu 纳西族
naxia 哪下
naxialaile 拿下来了
naxiale 拿下了
naxiaqu 拿下去
naxiang 哪项
naxiang 那项
naxiaode 哪晓得
naxie 拿些
naxiege 那些歌
naxienian 那些年
naxieshier 那些事儿
naxiexiele 那谢谢了
naya 那丫
nayanga 那样啊
nayaoshenme 那要什么
naye 那页
nayebuqu 哪也不去
nayebuxing 那夜不行
nayejiushi 那夜就是
nayekuaile 那也快了
nayemeiqu 哪也没去
nayexinga 那也行啊
nayiban 那一半
nayibian 哪一边
nayibu 哪一部
nayibufen 哪一部分
nayidian 拿一点
nayiduan 哪一段
nayidui 那一堆
nayifangmian 哪一方面
